source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0005635,nuclear envelope,0.010809760647354888,True,"""The double lipid bilayer enclosing the nucleus and separating its contents from the rest of the cytoplasm; includes the intermembrane space, a gap of width 20-40 nm (also called the perinuclear space)."" [ISBN:0198547684]",170,5,3,6555,0.6,0.01764705882352941,query_1,"['GO:0005634', 'GO:0012505', 'GO:0031967']"
GO:CC,GO:0031967,organelle envelope,0.040227762594342416,True,"""A double membrane structure enclosing an organelle, including two lipid bilayers and the region between them. In some cases, an organelle envelope may have more than two membranes."" [GOC:mah, GOC:pz]",707,5,4,6555,0.8,0.005657708628005658,query_1,"['GO:0043227', 'GO:0043229', 'GO:0110165']"
